"Series";"Time";"Value"
"cpu_usage_total.AAM";"2018-12-04T10:49:04+02:00";45.951
"cpu_usage_total.AAM";"2018-12-04T10:49:06+02:00";19.197
"cpu_usage_total.AAM";"2018-12-04T10:49:07+02:00";38.738
"cpu_usage_total.AAM";"2018-12-04T10:49:09+02:00";40.806
"cpu_usage_total.AAM";"2018-12-04T10:49:10+02:00";39.352
"cpu_usage_total.AAM";"2018-12-04T10:49:11+02:00";41.988
"cpu_usage_total.AAM";"2018-12-04T10:49:13+02:00";35.48
"cpu_usage_total.AAM";"2018-12-04T10:49:14+02:00";11.581
"cpu_usage_total.AAM";"2018-12-04T10:49:16+02:00";34.367
"cpu_usage_total.AAM";"2018-12-04T10:49:18+02:00";39.215
"cpu_usage_total.AAM";"2018-12-04T10:49:19+02:00";50.857
"cpu_usage_total.AAM";"2018-12-04T10:49:21+02:00";42.984
"cpu_usage_total.AAM";"2018-12-04T10:49:23+02:00";38.578
"cpu_usage_total.AAM";"2018-12-04T10:49:24+02:00";40.423
"cpu_usage_total.AAM";"2018-12-04T10:49:26+02:00";42.267
"cpu_usage_total.AAM";"2018-12-04T10:49:27+02:00";44.492
"cpu_usage_total.AAM";"2018-12-04T10:49:28+02:00";42.663
"cpu_usage_total.AAM";"2018-12-04T10:49:30+02:00";40.718
"cpu_usage_total.AAM";"2018-12-04T10:49:31+02:00";49.31
"cpu_usage_total.AAM";"2018-12-04T10:49:33+02:00";15.444
"cpu_usage_total.AAM";"2018-12-04T10:49:35+02:00";46.504
"cpu_usage_total.AAM";"2018-12-04T10:49:36+02:00";42.416
"cpu_usage_total.AAM";"2018-12-04T10:49:38+02:00";41.367
"cpu_usage_total.AAM";"2018-12-04T10:49:39+02:00";21.284
"cpu_usage_total.AAM";"2018-12-04T10:49:41+02:00";35.019
"cpu_usage_total.AAM";"2018-12-04T10:49:42+02:00";40.733
"cpu_usage_total.AAM";"2018-12-04T10:49:43+02:00";30.252
"cpu_usage_total.AAM";"2018-12-04T10:49:45+02:00";39.184
"cpu_usage_total.AAM";"2018-12-04T10:49:47+02:00";36.669
"cpu_usage_total.AAM";"2018-12-04T10:49:48+02:00";37.736
"cpu_usage_total.AAM";"2018-12-04T10:49:49+02:00";43.411
"cpu_usage_total.AAM";"2018-12-04T10:49:50+02:00";44.179
"cpu_usage_total.AAM";"2018-12-04T10:49:51+02:00";38.64
"cpu_usage_total.AAM";"2018-12-04T10:49:53+02:00";45.816
"cpu_usage_total.AAM";"2018-12-04T10:49:55+02:00";46.445
"cpu_usage_total.AAM";"2018-12-04T10:49:56+02:00";26.287
"cpu_usage_total.AAM";"2018-12-04T10:49:58+02:00";14.402
"cpu_usage_total.AAM";"2018-12-04T10:49:59+02:00";36.357
"cpu_usage_total.AAM";"2018-12-04T10:50:01+02:00";41.838
"cpu_usage_total.AAM";"2018-12-04T10:50:03+02:00";43.534
"cpu_usage_total.AAM";"2018-12-04T10:50:05+02:00";32.746
"cpu_usage_total.AAM";"2018-12-04T10:50:07+02:00";43.526
"cpu_usage_total.AAM";"2018-12-04T10:50:08+02:00";4.414
"cpu_usage_total.AAM";"2018-12-04T10:50:09+02:00";0.073
"cpu_usage_total.AAM";"2018-12-04T10:50:11+02:00";0.064
"cpu_usage_total.AAM";"2018-12-04T10:50:13+02:00";0.143
"cpu_usage_total.AAM";"2018-12-04T10:50:14+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:50:15+02:00";0.17
"cpu_usage_total.AAM";"2018-12-04T10:50:17+02:00";0.114
"cpu_usage_total.AAM";"2018-12-04T10:50:19+02:00";0.071
