"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-28T16:50:29+02:00";0.112
"cpu_usage_total.RAP";"2018-11-28T16:50:30+02:00";10.913
"cpu_usage_total.RAP";"2018-11-28T16:50:31+02:00";41.092
"cpu_usage_total.RAP";"2018-11-28T16:50:32+02:00";32.617
"cpu_usage_total.RAP";"2018-11-28T16:50:34+02:00";29.288
"cpu_usage_total.RAP";"2018-11-28T16:50:35+02:00";34.171
"cpu_usage_total.RAP";"2018-11-28T16:50:37+02:00";50.215
"cpu_usage_total.RAP";"2018-11-28T16:50:39+02:00";36.315
"cpu_usage_total.RAP";"2018-11-28T16:50:40+02:00";32.98
"cpu_usage_total.RAP";"2018-11-28T16:50:42+02:00";42.736
"cpu_usage_total.RAP";"2018-11-28T16:50:43+02:00";22.877
"cpu_usage_total.RAP";"2018-11-28T16:50:45+02:00";23.357
"cpu_usage_total.RAP";"2018-11-28T16:50:46+02:00";43.395
"cpu_usage_total.RAP";"2018-11-28T16:50:47+02:00";43.605
"cpu_usage_total.RAP";"2018-11-28T16:50:49+02:00";24.223
"cpu_usage_total.RAP";"2018-11-28T16:50:50+02:00";29.549
"cpu_usage_total.RAP";"2018-11-28T16:50:51+02:00";41.358
"cpu_usage_total.RAP";"2018-11-28T16:50:53+02:00";29.122
"cpu_usage_total.RAP";"2018-11-28T16:50:55+02:00";23.204
"cpu_usage_total.RAP";"2018-11-28T16:50:56+02:00";29.179
"cpu_usage_total.RAP";"2018-11-28T16:50:58+02:00";39.119
"cpu_usage_total.RAP";"2018-11-28T16:50:59+02:00";26.654
"cpu_usage_total.RAP";"2018-11-28T16:51:01+02:00";19.954
"cpu_usage_total.RAP";"2018-11-28T16:51:02+02:00";23.672
"cpu_usage_total.RAP";"2018-11-28T16:51:04+02:00";39.613
"cpu_usage_total.RAP";"2018-11-28T16:51:06+02:00";40.536
"cpu_usage_total.RAP";"2018-11-28T16:51:07+02:00";41.587
"cpu_usage_total.RAP";"2018-11-28T16:51:09+02:00";49.816
"cpu_usage_total.RAP";"2018-11-28T16:51:11+02:00";43.323
"cpu_usage_total.RAP";"2018-11-28T16:51:12+02:00";26.848
"cpu_usage_total.RAP";"2018-11-28T16:51:14+02:00";36.828
"cpu_usage_total.RAP";"2018-11-28T16:51:16+02:00";30.342
"cpu_usage_total.RAP";"2018-11-28T16:51:17+02:00";23.745
"cpu_usage_total.RAP";"2018-11-28T16:51:19+02:00";42.292
"cpu_usage_total.RAP";"2018-11-28T16:51:21+02:00";42.502
"cpu_usage_total.RAP";"2018-11-28T16:51:22+02:00";12.671
"cpu_usage_total.RAP";"2018-11-28T16:51:24+02:00";0.11
"cpu_usage_total.RAP";"2018-11-28T16:51:26+02:00";0.132
"cpu_usage_total.RAP";"2018-11-28T16:51:27+02:00";0.089
"cpu_usage_total.RAP";"2018-11-28T16:51:29+02:00";0.071
"cpu_usage_total.RAP";"2018-11-28T16:51:31+02:00";0.073
"cpu_usage_total.RAP";"2018-11-28T16:51:32+02:00";0.092
"cpu_usage_total.RAP";"2018-11-28T16:51:33+02:00";0.093
"cpu_usage_total.RAP";"2018-11-28T16:51:35+02:00";0.102
"cpu_usage_total.RAP";"2018-11-28T16:51:37+02:00";0.096
"cpu_usage_total.RAP";"2018-11-28T16:51:38+02:00";0.099
"cpu_usage_total.RAP";"2018-11-28T16:51:40+02:00";0.083
"cpu_usage_total.RAP";"2018-11-28T16:51:41+02:00";0.082
"cpu_usage_total.RAP";"2018-11-28T16:51:42+02:00";8.394
"cpu_usage_total.RAP";"2018-11-28T16:51:44+02:00";27.119
"cpu_usage_total.RAP";"2018-11-28T16:51:45+02:00";40.942
"cpu_usage_total.RAP";"2018-11-28T16:51:46+02:00";45.617
"cpu_usage_total.RAP";"2018-11-28T16:51:48+02:00";47.909
"cpu_usage_total.RAP";"2018-11-28T16:51:49+02:00";30.444
"cpu_usage_total.RAP";"2018-11-28T16:51:51+02:00";30.699
"cpu_usage_total.RAP";"2018-11-28T16:51:52+02:00";33.008
"cpu_usage_total.RAP";"2018-11-28T16:51:53+02:00";28.502
"cpu_usage_total.RAP";"2018-11-28T16:51:55+02:00";55.947
"cpu_usage_total.RAP";"2018-11-28T16:51:56+02:00";45.146
"cpu_usage_total.RAP";"2018-11-28T16:51:58+02:00";33.351
"cpu_usage_total.RAP";"2018-11-28T16:52:00+02:00";49.761
"cpu_usage_total.RAP";"2018-11-28T16:52:01+02:00";60.848
"cpu_usage_total.RAP";"2018-11-28T16:52:03+02:00";27.034
"cpu_usage_total.RAP";"2018-11-28T16:52:04+02:00";29.051
"cpu_usage_total.RAP";"2018-11-28T16:52:06+02:00";38.746
"cpu_usage_total.RAP";"2018-11-28T16:52:07+02:00";34.253
"cpu_usage_total.RAP";"2018-11-28T16:52:08+02:00";73.077
"cpu_usage_total.RAP";"2018-11-28T16:52:10+02:00";43.754
"cpu_usage_total.RAP";"2018-11-28T16:52:11+02:00";26.75
"cpu_usage_total.RAP";"2018-11-28T16:52:13+02:00";23.739
"cpu_usage_total.RAP";"2018-11-28T16:52:14+02:00";31.538
"cpu_usage_total.RAP";"2018-11-28T16:52:15+02:00";54.849
"cpu_usage_total.RAP";"2018-11-28T16:52:17+02:00";56.331
"cpu_usage_total.RAP";"2018-11-28T16:52:19+02:00";43.665
"cpu_usage_total.RAP";"2018-11-28T16:52:20+02:00";20.958
