#timestamp	milliseconds	requestsNumber	Failures	All_ms	min_ms	max_ms	avg_ms
2018-11-29T12:41:09.126+0200	1543488069126	15	0.0	2458	1387	2452	1970.1333333333334
2018-11-29T12:41:11.585+0200	1543488071585	15	0.0	2605	1396	2596	2076.0666666666666
2018-11-29T12:41:14.191+0200	1543488074191	15	0.0	2620	1316	2618	2225.133333333333
2018-11-29T12:41:16.812+0200	1543488076812	15	0.0	2103	1271	2101	1725.4666666666667
2018-11-29T12:41:18.916+0200	1543488078916	15	0.0	2050	1189	2046	1709.4666666666667
2018-11-29T12:41:20.967+0200	1543488080967	15	0.0	2099	1432	2089	1741.7333333333333
2018-11-29T12:41:23.066+0200	1543488083066	15	0.0	2215	1372	2212	1855.4
2018-11-29T12:41:25.282+0200	1543488085282	15	0.0	2889	1822	2888	2431.2
2018-11-29T12:41:28.172+0200	1543488088172	15	0.0	2474	1381	2468	2081.4666666666667
2018-11-29T12:41:30.648+0200	1543488090648	15	0.0	2082	1225	2080	1762.6666666666667
2018-11-29T12:41:32.731+0200	1543488092731	15	0.0	2027	1284	2021	1696.0666666666666
2018-11-29T12:41:34.760+0200	1543488094760	15	0.0	2276	1387	2274	1862.2666666666667
2018-11-29T12:41:37.037+0200	1543488097037	15	0.0	2212	1300	2208	1853.5333333333333
2018-11-29T12:41:39.250+0200	1543488099250	15	0.0	2135	1329	2130	1783.8666666666666
2018-11-29T12:41:41.387+0200	1543488101387	15	0.0	2423	1333	2420	1987.6
2018-11-29T12:41:43.812+0200	1543488103812	15	0.0	2038	1251	2031	1715.6666666666667
2018-11-29T12:41:45.851+0200	1543488105851	15	0.0	2113	1285	2110	1783.0
2018-11-29T12:41:47.966+0200	1543488107966	16	0.0	2395	1379	2393	1968.4375
2018-11-29T12:41:50.363+0200	1543488110363	16	0.0	2230	1402	2226	1878.875
2018-11-29T12:41:52.594+0200	1543488112594	16	0.0	2274	1418	2267	1910.125
2018-11-29T12:41:54.869+0200	1543488114869	16	0.0	2291	1393	2284	1907.875
2018-11-29T12:41:57.161+0200	1543488117161	16	0.0	2268	1589	2264	1920.0625
2018-11-29T12:41:59.430+0200	1543488119430	16	0.0	2493	1715	2490	2115.3125
2018-11-29T12:42:01.924+0200	1543488121924	16	0.0	2532	1690	2526	2123.0625
2018-11-29T12:42:04.458+0200	1543488124458	16	0.0	2225	1280	2221	1815.5
2018-11-29T12:42:06.684+0200	1543488126684	16	0.0	2248	1322	2242	1906.875
